SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
440856,6189530,Closed,currency 1,-867,0,-321.0,-408.0,,0,106289.01,0.0,,0.0,Consumer credit,-407,12861.0
162477,6339607,Closed,currency 1,-1626,0,-1292.0,-1320.0,,0,24259.5,0.0,,0.0,Consumer credit,-864,
452049,5123414,Active,currency 1,-136,0,595.0,,,0,509400.0,439192.8,,0.0,Consumer credit,-3,
224948,5694129,Active,currency 1,-14,0,923.0,,,0,67500.0,70218.0,0.0,0.0,Credit card,-7,
195467,5330098,Closed,currency 1,-1189,0,-732.0,-714.0,6568.92,0,84933.0,0.0,0.0,0.0,Consumer credit,-713,
249813,5054280,Active,currency 1,-1088,0,22.0,,0.0,0,738000.0,49984.965,0.0,0.0,Consumer credit,-34,27054.0
256372,6119272,Closed,currency 1,-1480,0,-202.0,-1206.0,,0,45000.0,,,0.0,Consumer credit,-1150,10612.485
419962,6282050,Closed,currency 1,-572,0,1254.0,-269.0,7658.82,0,783198.0,0.0,0.0,0.0,Consumer credit,-269,
130902,6304343,Closed,currency 1,-1503,0,323.0,-800.0,,0,1421955.0,0.0,0.0,0.0,Consumer credit,-796,38443.5
436134,5698227,Closed,currency 1,-2359,0,-1992.0,-1992.0,12157.11,0,133605.0,0.0,0.0,0.0,Consumer credit,-1992,
402648,5346877,Closed,currency 1,-900,0,-686.0,-715.0,32310.0,0,176814.18,0.0,0.0,0.0,Consumer credit,-715,
218434,6324133,Closed,currency 1,-246,0,-95.0,-95.0,15246.99,0,116260.245,0.0,0.0,0.0,Consumer credit,-95,
201713,6502194,Closed,currency 1,-1387,0,-1204.0,-1199.0,,0,26991.0,0.0,0.0,0.0,Consumer credit,-706,
102839,6376001,Active,currency 1,-203,0,528.0,,24499.89,0,729000.0,611572.5,0.0,0.0,Consumer credit,-45,
157936,5920562,Active,currency 1,-271,0,1199.0,,,0,90000.0,0.0,0.0,0.0,Credit card,-116,
386142,6381405,Closed,currency 1,-1721,0,-625.0,-1113.0,0.0,0,941544.0,0.0,0.0,0.0,Consumer credit,-1068,
324377,5752193,Active,currency 1,-336,0,1490.0,,,0,342000.0,307201.5,0.0,0.0,Consumer credit,-29,7744.5
132994,5049988,Active,currency 1,-837,0,6102.0,,,0,1593000.0,1531408.5,0.0,0.0,Mortgage,-11,
235504,5247260,Closed,currency 1,-147,0,584.0,-116.0,0.0,0,370762.38,0.0,0.0,0.0,Consumer credit,-115,
115382,6251224,Active,currency 1,-189,0,118.0,,0.0,0,68940.0,37485.0,0.0,0.0,Consumer credit,-29,
306950,5448139,Closed,currency 1,-2472,0,-1741.0,-1741.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-1731,
313573,5968162,Active,currency 1,-165,0,572.0,,,0,175500.0,136048.5,,0.0,Credit card,-4,0.0
406956,5540005,Closed,currency 1,-1368,0,-272.0,-364.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-11,
384860,6058025,Active,currency 1,-1128,0,698.0,,,0,369000.0,170271.0,0.0,0.0,Consumer credit,-30,8428.5
373149,5523391,Closed,currency 1,-1314,0,-950.0,-950.0,0.0,0,89955.0,,,0.0,Consumer credit,-943,
276319,5897924,Closed,currency 1,-2770,0,8188.0,-213.0,0.0,0,0.0,,,0.0,Credit card,-213,
204929,6085035,Closed,currency 1,-1153,0,339.0,-726.0,,0,697500.0,0.0,,0.0,Consumer credit,-713,
195070,6719795,Active,currency 1,-258,0,44.0,,,0,113845.5,27769.5,,0.0,Consumer credit,-14,0.0
125433,5592678,Closed,currency 1,-757,0,-454.0,-448.0,,0,103005.0,0.0,0.0,0.0,Consumer credit,-447,
292244,5729694,Closed,currency 1,-2239,0,8718.0,-1762.0,268024.5,1,2288250.0,,,0.0,Credit card,-1762,
180475,5879893,Active,currency 1,-2533,0,31143.0,,,0,396000.0,382635.0,,0.0,Credit card,-418,
299310,6270416,Closed,currency 1,-1370,0,-274.0,-609.0,0.0,0,1937250.0,,,0.0,Car loan,-608,
142555,6320795,Closed,currency 1,-1106,0,-739.0,-746.0,,0,134955.0,0.0,0.0,0.0,Consumer credit,-745,
441412,5683450,Closed,currency 1,-1835,0,-1471.0,-1026.0,,0,137250.0,,,0.0,Consumer credit,-1023,54900.0
363737,5172043,Closed,currency 1,-450,0,-79.0,-97.0,0.0,0,675000.0,0.0,0.0,0.0,Consumer credit,-93,
174856,6489398,Closed,currency 1,-1535,0,-559.0,-565.0,0.0,0,423000.0,,,0.0,Consumer credit,-169,
350492,6352154,Closed,currency 1,-583,0,1243.0,-105.0,,0,189000.0,0.0,0.0,0.0,Consumer credit,-52,
392190,5877860,Closed,currency 1,-1143,0,-413.0,-534.0,0.0,0,216000.0,0.0,0.0,0.0,Consumer credit,-534,
260077,5703127,Closed,currency 1,-1898,0,-1591.0,-1591.0,0.0,0,76927.5,0.0,0.0,0.0,Consumer credit,-1590,
174643,6328505,Active,currency 1,-122,0,974.0,,,0,1210500.0,1121247.0,0.0,0.0,Consumer credit,-21,
412295,5358636,Active,currency 1,-412,0,684.0,,,0,475690.5,353466.0,0.0,0.0,Consumer credit,-15,
268751,6371383,Closed,currency 1,-1139,0,688.0,-480.0,,0,1215000.0,0.0,0.0,0.0,Consumer credit,-448,
185405,6454093,Active,currency 1,-1085,0,11.0,,,0,661500.0,46971.0,0.0,0.0,Consumer credit,-37,0.0
229134,6749227,Active,currency 1,-1121,0,,,,0,141750.0,0.0,,0.0,Credit card,-951,
162003,6763489,Active,currency 1,-42,0,325.0,,0.0,0,41544.0,38776.5,0.0,0.0,Consumer credit,-11,3195.675
116270,6102715,Active,currency 1,-780,0,31129.0,,,0,225000.0,52191.0,,0.0,Credit card,-32,
429662,5967275,Closed,currency 1,-1243,0,-1059.0,-1081.0,,0,21078.0,0.0,,0.0,Consumer credit,-1056,
402790,6270378,Closed,currency 1,-1101,0,-978.0,-978.0,0.0,0,25497.0,0.0,0.0,0.0,Consumer credit,-977,
285968,5463901,Active,currency 1,-1700,0,-1335.0,,9698.805,0,94702.5,0.0,0.0,0.0,Consumer credit,-36,
271764,5801452,Active,currency 1,-847,0,249.0,,,0,135000.0,102249.0,,0.0,Credit card,-25,
172750,6329348,Active,currency 1,-376,0,1450.0,,,0,180000.0,161932.5,0.0,0.0,Consumer credit,-48,
231689,5017733,Closed,currency 1,-761,0,-578.0,-549.0,,0,14850.0,,,0.0,Consumer credit,-543,0.0
204277,6782369,Active,currency 1,-231,0,865.0,,,0,540000.0,476739.0,0.0,0.0,Consumer credit,-12,0.0
426681,6499106,Closed,currency 1,-709,0,-421.0,-421.0,,0,9000.0,0.0,0.0,0.0,Consumer credit,-347,
336885,6333775,Closed,currency 1,-2152,0,-1056.0,-1147.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-862,0.0
334464,6274552,Closed,currency 1,-968,0,-236.0,-534.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-476,
324246,6330499,Closed,currency 1,-1622,0,-1531.0,-947.0,,0,13873.5,,,0.0,Consumer credit,-944,
343433,6694060,Closed,currency 1,-2838,0,-2626.0,-2655.0,0.0,0,14531.22,0.0,0.0,0.0,Consumer credit,-2655,
104687,5762567,Closed,currency 1,-2400,0,-2215.0,-2214.0,0.0,0,28597.5,,,0.0,Consumer credit,-2209,
370519,6138285,Closed,currency 1,-730,0,-366.0,-339.0,,0,158071.5,,,0.0,Consumer credit,-333,4999.5
363581,6224829,Closed,currency 1,-1539,0,-1369.0,-1369.0,,0,19440.0,0.0,,0.0,Consumer credit,-1058,
252284,6691704,Active,currency 1,-1032,0,-698.0,,,0,25438.5,8505.0,0.0,0.0,Consumer credit,-518,
379390,5269377,Closed,currency 1,-2782,0,-2570.0,-2750.0,0.0,0,20781.18,0.0,0.0,0.0,Consumer credit,-2352,
254437,6767346,Closed,currency 1,-509,0,-144.0,-143.0,,0,137430.0,0.0,0.0,0.0,Consumer credit,-141,0.0
450522,6658099,Closed,currency 1,-1291,0,-1047.0,-1047.0,,0,164556.0,0.0,0.0,0.0,Consumer credit,-977,0.0
394772,5170429,Closed,currency 1,-1368,0,-1275.0,-1307.0,,0,12600.0,0.0,,0.0,Consumer credit,-1307,0.0
142042,5283724,Closed,currency 1,-1528,0,-1165.0,-1347.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-1345,50850.0
420041,5353182,Closed,currency 1,-1426,0,-330.0,-481.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-469,0.0
398005,5138405,Active,currency 1,-2109,0,8848.0,,21951.0,1,139725.0,,,0.0,Credit card,-1108,
138780,6727866,Closed,currency 1,-156,0,-140.0,-137.0,,0,22500.0,0.0,0.0,0.0,Consumer credit,-121,4374.0
256975,5910232,Active,currency 1,-607,0,489.0,,0.0,0,628200.0,383215.5,0.0,0.0,Consumer credit,-57,
233236,5801022,Active,currency 1,-1512,0,314.0,,0.0,0,4500.0,0.0,0.0,0.0,Credit card,-629,
138008,5266003,Active,currency 1,-189,0,542.0,,,0,531000.0,435586.5,0.0,0.0,Consumer credit,-33,26640.0
252166,5885678,Closed,currency 1,-2702,0,-2668.0,-2668.0,,0,73197.0,,,0.0,Credit card,-2668,
260462,5766698,Closed,currency 1,-781,0,10176.0,-691.0,0.0,0,0.0,,,0.0,Credit card,-691,
149263,5528147,Closed,currency 1,-2898,0,-2167.0,-2762.0,,0,142735.5,0.0,,0.0,Consumer credit,-2760,
163239,6415413,Closed,currency 1,-2771,0,-2618.0,-2618.0,0.0,0,13500.0,0.0,0.0,0.0,Consumer credit,-2616,
173054,5499084,Active,currency 1,-169,0,135.0,,,0,67527.0,29853.0,,0.0,Consumer credit,-12,
197397,5127181,Closed,currency 1,-1353,0,-987.0,-986.0,,0,114903.0,0.0,0.0,0.0,Consumer credit,-986,
297626,5632076,Closed,currency 1,-1203,0,-1049.0,-1033.0,,0,22333.5,0.0,0.0,0.0,Consumer credit,-777,
313221,5154820,Active,currency 1,-2435,0,31012.0,,,0,105750.0,0.0,,0.0,Credit card,-1554,0.0
430286,5576896,Active,currency 1,-1380,0,446.0,,,0,989100.0,389848.5,0.0,0.0,Consumer credit,-45,
160480,5540665,Closed,currency 1,-1437,0,-1155.0,-1155.0,,0,140490.0,0.0,0.0,0.0,Consumer credit,-1153,
381626,6572449,Closed,currency 1,-2740,0,-2344.0,-2403.0,0.0,0,34264.8,0.0,0.0,0.0,Consumer credit,-2403,
380563,5076178,Closed,currency 1,-523,0,-110.0,-110.0,4355.415,0,135004.5,0.0,0.0,0.0,Consumer credit,-110,
267452,5099766,Closed,currency 1,-226,0,-196.0,-196.0,0.0,0,23331.15,0.0,0.0,0.0,Consumer credit,-194,3780.0
360665,5126245,Closed,currency 1,-1831,0,-735.0,-1580.0,,0,449100.0,0.0,,0.0,Consumer credit,-1578,25690.5
248368,6160435,Active,currency 1,-314,0,667.0,,,0,405000.0,416133.0,0.0,0.0,Credit card,-6,25200.0
441393,6018007,Closed,currency 1,-650,0,-469.0,-468.0,4840.245,0,30087.45,0.0,0.0,0.0,Consumer credit,-464,
373855,6128090,Closed,currency 1,-482,0,-371.0,-371.0,0.0,0,180000.0,0.0,0.0,0.0,Consumer credit,-369,
225172,5375008,Closed,currency 1,-759,0,-576.0,-576.0,0.0,0,36046.8,0.0,0.0,0.0,Consumer credit,-570,
272839,6497719,Closed,currency 1,-2897,0,-2532.0,-2530.0,,0,580500.0,0.0,0.0,0.0,Car loan,-2509,0.0
245507,5379892,Active,currency 1,-103,0,1723.0,,0.0,0,888157.89,866429.955,0.0,0.0,Consumer credit,-11,
282326,6386165,Closed,currency 1,-874,0,952.0,-422.0,,0,900000.0,0.0,,0.0,Consumer credit,-422,
301390,6664151,Closed,currency 1,-1208,0,-1025.0,-1025.0,0.0,0,19080.945,0.0,0.0,0.0,Consumer credit,-1025,
218217,5176995,Closed,currency 1,-655,0,1355.0,-318.0,,0,0.0,0.0,,0.0,Credit card,-225,
189571,5865522,Closed,currency 1,-1209,0,-113.0,-874.0,,0,1414912.5,,,0.0,Car loan,-7,
298916,6068668,Closed,currency 1,-608,0,-546.0,-546.0,0.0,0,58751.1,0.0,0.0,0.0,Consumer credit,-544,
